"","x","y","sim1","sim2","sim3","sim4"
"1",3.33333333333333,6.66666666666667,-0.5959392786026,-0.255711317062378,0.842886209487915,-2.31893444061279
"2",6.66666666666667,3.33333333333333,0.213748276233673,0.285522550344467,1.20538127422333,-1.95114171504974
"3",13.3333333333333,6.66666666666667,-0.869603455066681,-1.47106993198395,1.14264857769012,-1.52448272705078
"4",16.6666666666667,3.33333333333333,-0.356612771749496,-0.779848873615265,1.60401439666748,-1.50446307659149
"5",23.3333333333333,6.66666666666667,-1.05980062484741,-2.01111364364624,0.142517238855362,-0.651041865348816
"6",26.6666666666667,3.33333333333333,-0.897028744220734,-1.36783683300018,-0.0114424070343375,-0.762836992740631
"7",33.3333333333333,6.66666666666667,-1.2742508649826,-0.957292675971985,0.347939163446426,-0.721406221389771
"8",36.6666666666667,3.33333333333333,-0.743584156036377,-1.61537992954254,0.807283461093903,-0.126360207796097
"9",43.3333333333333,6.66666666666667,-1.15960264205933,-0.994463801383972,-0.984237968921661,0.250513732433319
"10",46.6666666666667,3.33333333333333,-0.636406719684601,-0.0121398707851768,-0.650867402553558,-0.376286566257477
"11",53.3333333333333,6.66666666666667,-0.781935572624207,-0.858142256736755,-1.38922107219696,-0.434264451265335
"12",56.6666666666667,3.33333333333333,-0.987906873226166,-0.0172821953892708,-0.816510915756226,0.520683288574219
"13",63.3333333333333,6.66666666666667,-0.183416113257408,-1.49408531188965,-1.62143445014954,0.475918084383011
"14",66.6666666666667,3.33333333333333,-0.455910295248032,0.266805291175842,-1.12584054470062,0.396541237831116
"15",73.3333333333333,6.66666666666667,-1.05458104610443,-1.4434757232666,-1.23334693908691,0.107945054769516
"16",76.6666666666667,3.33333333333333,-0.00410749670118093,-0.441953986883163,-1.06472611427307,0.464267134666443
"17",83.3333333333333,6.66666666666667,-0.821749269962311,-0.795616924762726,-1.33699131011963,-0.300205260515213
"18",86.6666666666667,3.33333333333333,0.200244575738907,0.605845332145691,-0.986478328704834,0.531583547592163
"19",93.3333333333333,6.66666666666667,-0.279176563024521,-0.443614542484283,-0.646430909633636,-0.563691139221191
"20",96.6666666666667,3.33333333333333,0.550251841545105,0.245037823915482,0.0388642325997353,0.185126841068268
"21",103.333333333333,6.66666666666667,-1.47002983093262,-0.14248913526535,-0.133570671081543,-1.460688829422
"22",106.666666666667,3.33333333333333,-0.953305959701538,0.668846607208252,1.70493698120117,-0.7958003282547
"23",113.333333333333,6.66666666666667,-0.991613388061523,0.736094951629639,0.0895637571811676,-0.692895770072937
"24",116.666666666667,3.33333333333333,-1.00285887718201,1.60868442058563,0.551233530044556,-0.797358393669128
"25",123.333333333333,6.66666666666667,-0.522409081459045,0.235792472958565,0.12922215461731,-1.19359171390533
"26",126.666666666667,3.33333333333333,-2.03833055496216,0.752626419067383,0.824899911880493,-1.23637008666992
"27",133.333333333333,6.66666666666667,-0.389192223548889,0.371737778186798,1.03879582881927,-1.44315004348755
"28",136.666666666667,3.33333333333333,-1.58292901515961,1.11367583274841,0.0178580898791552,-1.05173373222351
"29",143.333333333333,6.66666666666667,-0.388625502586365,0.758551836013794,0.0898683145642281,-0.972009479999542
"30",146.666666666667,3.33333333333333,-0.15641824901104,1.27335226535797,-0.768871426582336,-1.29052793979645
"31",153.333333333333,6.66666666666667,0.208695322275162,0.874554753303528,1.59759795665741,-0.10370060801506
"32",156.666666666667,3.33333333333333,-0.566593945026398,1.07841193675995,0.279951065778732,-0.520288109779358
"33",163.333333333333,6.66666666666667,-0.262444347143173,0.152876749634743,0.370081335306168,-1.48269939422607
"34",166.666666666667,3.33333333333333,0.136902391910553,0.699230372905731,-0.417956441640854,-1.98462295532227
"35",173.333333333333,6.66666666666667,0.528080344200134,0.313909649848938,-0.661937892436981,-1.65064692497253
"36",176.666666666667,3.33333333333333,0.520404994487762,-0.0461166352033615,-0.790868759155273,-1.92321264743805
"37",183.333333333333,6.66666666666667,-0.0219951812177896,-0.14727695286274,-0.388530105352402,-0.131169512867928
"38",186.666666666667,3.33333333333333,0.0144988903775811,-0.135991305112839,-0.691297769546509,-2.38179588317871
"39",193.333333333333,6.66666666666667,0.465814471244812,0.00927885994315147,-0.551031827926636,-1.97405922412872
"40",196.666666666667,3.33333333333333,-0.547993421554565,-1.4785840511322,-0.280861556529999,-2.26933407783508
"41",3.33333333333333,16.6666666666667,-0.638826191425323,-0.196792334318161,1.15985524654388,-0.0874061286449432
"42",6.66666666666667,13.3333333333333,0.650137841701508,-0.875385284423828,0.403674989938736,-2.18268728256226
"43",13.3333333333333,16.6666666666667,-1.13760054111481,0.75694215297699,0.111162893474102,-0.862196207046509
"44",16.6666666666667,13.3333333333333,-1.21046769618988,-0.65274578332901,0.0833678767085075,-0.957244157791138
"45",23.3333333333333,16.6666666666667,0.488506525754929,0.12455465644598,-0.616812288761139,-0.498311132192612
"46",26.6666666666667,13.3333333333333,-0.550963759422302,-1.25619614124298,0.248418778181076,-0.00195981236174703
"47",33.3333333333333,16.6666666666667,-0.703350484371185,-1.09082341194153,-1.20924973487854,-0.31827774643898
"48",36.6666666666667,13.3333333333333,-0.992618560791016,-1.85098826885223,0.0893643870949745,-0.088463082909584
"49",43.3333333333333,16.6666666666667,-0.723397672176361,-3.10284757614136,-1.51472163200378,-0.278970688581467
"50",46.6666666666667,13.3333333333333,-1.20568919181824,-2.38377690315247,-0.954174518585205,0.363617330789566
"51",53.3333333333333,16.6666666666667,-0.528841495513916,-2.53033661842346,-1.09333193302155,-0.0276524964720011
"52",56.6666666666667,13.3333333333333,-0.892221331596375,-2.71637773513794,-1.71414029598236,-0.716829597949982
"53",63.3333333333333,16.6666666666667,-1.2079656124115,-1.11484038829803,-1.11452519893646,-0.302071541547775
"54",66.6666666666667,13.3333333333333,-2.61104583740234,-2.09529733657837,-0.929060697555542,-0.458649188280106
"55",73.3333333333333,16.6666666666667,-1.69194328784943,-0.935624539852142,-0.890868008136749,0.335191696882248
"56",76.6666666666667,13.3333333333333,-1.30295014381409,-1.43644917011261,-1.15650928020477,0.111867807805538
"57",83.3333333333333,16.6666666666667,-1.24191880226135,-1.76962339878082,-0.753488540649414,0.356955468654633
"58",86.6666666666667,13.3333333333333,-2.31636476516724,-0.779679238796234,-0.40718024969101,-0.6661376953125
"59",93.3333333333333,16.6666666666667,-1.54867053031921,-0.374104857444763,-0.48949322104454,0.723036885261536
"60",96.6666666666667,13.3333333333333,-2.0938720703125,-1.25059235095978,-0.0891448184847832,-1.25503277778625
"61",103.333333333333,16.6666666666667,-2.1011049747467,-0.854791104793549,-0.733836948871613,0.987103164196014
"62",106.666666666667,13.3333333333333,-0.754415452480316,-1.76587629318237,0.120293878018856,-0.556126356124878
"63",113.333333333333,16.6666666666667,-0.51143890619278,-1.10782814025879,-0.335418283939362,1.30126690864563
"64",116.666666666667,13.3333333333333,-0.378753930330276,-0.248998865485191,-0.956459105014801,-1.01365756988525
"65",123.333333333333,16.6666666666667,0.25641930103302,-1.15098309516907,-0.65625411272049,0.402142405509949
"66",126.666666666667,13.3333333333333,-0.834293484687805,-1.92554485797882,-1.31857478618622,-1.62738680839539
